encoder,norm_mode,space,projection,N,metric,recall_proto,recall_1nn,proto_advantage,mean_lcomp,centroid_top1,centroid_top5,centroid_top10,centroid_top20,exemplar_top1,exemplar_top5,exemplar_top10,exemplar_top20,mean_proto_rank,median_proto_rank,p90_proto_rank,mean_exemplar_rank,median_exemplar_rank,p90_exemplar_rank,linear_probe_svc,linear_probe_lr,margin_p1,margin_p5,margin_p10,margin_p25,margin_p50,margin_p75,margin_p90,z_score,distortion_mean,distortion_median,distortion_p95
bge-small-en-v1.5,raw,raw,none,400,L2,0.5625,0.5625,0.0,0.9742770972847938,0.5625,1.0,1.0,1.0,0.5625,1.0,1.0,1.0,0.5275,0.0,1.0,0.5325,0.0,1.0,0.51,0.5625,-0.05216002553701401,-0.030265405774116513,-0.023303014039993283,-0.012591734528541565,0.0036925077438354492,0.02465711534023285,0.08896692395210268,3.207893737297893,0.0,0.0,0.0
bge-small-en-v1.5,raw,raw,none,400,Cosine,0.5625,0.5625,0.0,0.9897571402788162,0.5625,1.0,1.0,1.0,0.5625,1.0,1.0,1.0,0.5275,0.0,1.0,0.5325,0.0,1.0,0.51,0.5625,-0.028210455775260924,-0.017876496911048888,-0.014153915643692014,-0.007686644792556763,0.001979440450668335,0.015106931328773499,0.0605412244796753,2.5251144646193504,0.0,0.0,0.0
bge-small-en-v1.5,raw,proj_128d,random,400,L1,0.48,0.4575,0.022499999999999964,0.9967654703557491,0.48,0.9175,0.98,0.995,0.4575,0.915,0.9625,0.9925,1.3275,1.0,4.0,1.7625,1.0,4.0,0.0275,0.0025,-9.039163589477539e-05,-5.722641944885254e-05,-4.003643989562988e-05,-1.913309097290039e-05,-9.238719940185547e-07,1.5050172805786133e-05,3.377795219421388e-05,2.3847830703740787,0.9999573584524855,0.9999591708183289,0.9999708533287048
bge-small-en-v1.5,raw,proj_128d,random,400,L2,0.0,0.0025,-0.0025,222086.69528620003,0.0,0.015,0.025,0.0625,0.0025,0.0125,0.025,0.05,189.9625,187.5,349.1,199.89,200.0,357.0,0.0275,0.0025,-0.00957222668454051,-0.0078125,-0.006765823345631361,-0.004784159827977419,0.0,0.0,0.0,0.9279665186805535,0.9999573584524855,0.9999591708183289,0.9999708533287048
bge-small-en-v1.5,raw,proj_128d,random,400,Cosine,0.0,0.005,-0.005,0.4660740349814296,0.0,0.015,0.03,0.0475,0.005,0.0175,0.0275,0.0425,204.1525,209.0,370.1,189.59,184.0,354.20000000000005,0.0275,0.0025,-8.344650268554688e-07,-7.152557373046875e-07,-6.556510925292969e-07,-5.364418029785156e-07,-4.76837158203125e-07,-3.5762786865234375e-07,-2.384185791015625e-07,-0.29247399161603627,0.9999573584524855,0.9999591708183289,0.9999708533287048
bge-small-en-v1.5,raw,proj_128d,svd,400,L1,0.56,0.5575,0.0025000000000000577,0.9688043846189975,0.56,1.0,1.0,1.0,0.5575,0.9975,1.0,1.0,0.5425,0.0,1.0,0.5725,0.0,1.0,0.525,0.5625,-0.6004615569114685,-0.39059398174285886,-0.23209688663482667,-0.11227446794509888,0.03222823143005371,0.22767049074172974,0.8793198108673096,4.037084172084688,0.5683660179212607,0.5700280368328094,0.6462892234325409
bge-small-en-v1.5,raw,proj_128d,svd,400,L2,0.5625,0.56,0.0024999999999999467,0.9642653453350067,0.5625,1.0,1.0,1.0,0.56,1.0,1.0,1.0,0.5325,0.0,1.0,0.5425,0.0,1.0,0.525,0.5625,-0.06307182729244232,-0.03829529285430907,-0.027603328227996823,-0.015704020857810974,0.004806622862815857,0.02856931835412979,0.10693271756172182,3.215426362056903,0.5683660179212607,0.5700280368328094,0.6462892234325409
bge-small-en-v1.5,raw,proj_128d,svd,400,Cosine,0.5625,0.56,0.0024999999999999467,1.0378910982608796,0.5625,1.0,1.0,1.0,0.56,0.9975,1.0,1.0,0.5325,0.0,1.0,0.5425,0.0,1.0,0.525,0.5625,-0.06884235084056854,-0.04681801795959473,-0.03886879682540893,-0.019460856914520264,0.00499492883682251,0.04079557955265045,0.1483950912952423,2.6033589507695845,0.5683660179212607,0.5700280368328094,0.6462892234325409
bge-small-en-v1.5,raw,proj_256d,random,400,L1,0.515,0.51,0.0050000000000000044,0.9841786676645279,0.515,0.95,0.985,1.0,0.51,0.945,0.98,0.9975,1.015,0.0,2.0,1.1775,0.0,3.0,0.4175,0.3725,-0.45372360944747925,-0.2909348726272583,-0.2219494581222534,-0.0930616557598114,0.00965738296508789,0.11241787672042847,0.24998373985290528,2.526048494100166,0.7155520457843353,0.7263101041316986,0.7968889117240906
bge-small-en-v1.5,raw,proj_256d,random,400,L2,0.4575,0.42,0.03750000000000003,0.9878761382400989,0.4575,0.8875,0.9575,0.9825,0.42,0.855,0.95,0.985,2.4725,1.0,5.0,2.31,1.0,6.0,0.4175,0.3725,-0.061970963180065154,-0.03891057446599006,-0.02570514678955078,-0.015277326107025146,-0.0016022324562072754,0.00895126536488533,0.020503343641757973,2.3848385334115902,0.7155520457843353,0.7263101041316986,0.7968889117240906
bge-small-en-v1.5,raw,proj_256d,random,400,Cosine,0.44,0.385,0.05499999999999999,0.9987477125227451,0.44,0.835,0.9325,0.9775,0.385,0.7975,0.92,0.9725,3.0025,1.0,7.0,3.5075,1.0,9.0,0.4175,0.3725,-9.181857109069824e-05,-4.72724437713623e-05,-3.420710563659668e-05,-1.8283724784851074e-05,-3.159046173095703e-06,1.0818243026733398e-05,2.3925304412841802e-05,1.8386992144364873,0.7155520457843353,0.7263101041316986,0.7968889117240906
bge-small-en-v1.5,raw,proj_256d,svd,400,L1,0.56,0.5625,-0.0024999999999999467,0.9789345920085907,0.56,1.0,1.0,1.0,0.5625,0.995,1.0,1.0,0.54,0.0,1.0,0.5625,0.0,1.0,0.505,0.5625,-0.6139184284210205,-0.39140684604644765,-0.2807441711425781,-0.12491774559020996,0.04240679740905762,0.30628442764282227,0.9059606552124023,3.41186822643106,0.5017548489415568,0.5033327639102936,0.603137755393982
bge-small-en-v1.5,raw,proj_256d,svd,400,L2,0.5625,0.5625,0.0,0.9715916319191455,0.5625,1.0,1.0,1.0,0.5625,1.0,1.0,1.0,0.5275,0.0,1.0,0.5325,0.0,1.0,0.505,0.5625,-0.055847606658935546,-0.03305874466896057,-0.024886471033096314,-0.013462938368320465,0.004096508026123047,0.025586992502212524,0.09324348568916323,3.213748148592799,0.5017548489415568,0.5033327639102936,0.603137755393982
bge-small-en-v1.5,raw,proj_256d,svd,400,Cosine,0.5625,0.5625,0.0,1.028213613331318,0.5625,1.0,1.0,1.0,0.5625,1.0,1.0,1.0,0.53,0.0,1.0,0.535,0.0,1.0,0.505,0.5625,-0.0672396469116211,-0.04227204918861389,-0.03384998440742493,-0.017710432410240173,0.005183577537536621,0.03821967542171478,0.13599523901939392,2.6123257640318833,0.5017548489415568,0.5033327639102936,0.603137755393982
bge-small-en-v1.5,l2_normalized,raw,none,400,L1,0.5625,0.5625,0.0,0.9774664321541786,0.5625,1.0,1.0,1.0,0.5625,0.9975,1.0,1.0,0.5375,0.0,1.0,0.54,0.0,1.0,0.51,0.5625,-0.8793968296051026,-0.6251771926879882,-0.4791457176208496,-0.271801233291626,0.11144590377807617,0.5077736377716064,1.3175865173339847,3.210862452500216,0.0,0.0,0.0
bge-small-en-v1.5,l2_normalized,raw,none,400,L2,0.5625,0.5625,0.0,0.9742770993709564,0.5625,1.0,1.0,1.0,0.5625,1.0,1.0,1.0,0.5275,0.0,1.0,0.5325,0.0,1.0,0.51,0.5625,-0.05215990602970123,-0.030265522003173825,-0.023302781581878658,-0.012591615319252014,0.0036925971508026123,0.024657204747200012,0.08896670341491701,3.2078937140222568,0.0,0.0,0.0
bge-small-en-v1.5,l2_normalized,raw,none,400,Cosine,0.5625,0.5625,0.0,0.9897571489214897,0.5625,1.0,1.0,1.0,0.5625,1.0,1.0,1.0,0.5275,0.0,1.0,0.5325,0.0,1.0,0.51,0.5625,-0.028210396766662597,-0.017876505851745605,-0.014154034852981565,-0.007686629891395569,0.0019794106483459473,0.015106990933418274,0.0605412244796753,2.5251144532701315,0.0,0.0,0.0
bge-small-en-v1.5,l2_normalized,proj_128d,random,400,L1,0.48,0.4575,0.022499999999999964,0.996764202862978,0.48,0.9175,0.98,0.995,0.4575,0.915,0.9625,0.9925,1.3275,1.0,4.0,1.7625,1.0,4.0,0.025,0.0025,-9.039163589477539e-05,-5.722641944885254e-05,-4.003643989562988e-05,-1.913309097290039e-05,-9.238719940185547e-07,1.5050172805786133e-05,3.377795219421388e-05,2.384780353227901,0.999957358467394,0.9999591708183289,0.9999708533287048
bge-small-en-v1.5,l2_normalized,proj_128d,random,400,L2,0.0,0.0025,-0.0025,222086.69528620003,0.0,0.015,0.025,0.0625,0.0025,0.0125,0.025,0.05,189.965,187.5,349.1,199.89,200.0,357.0,0.025,0.0025,-0.00957222668454051,-0.0078125,-0.006765823345631361,-0.004784159827977419,0.0,0.0,0.0,0.9279695182973029,0.999957358467394,0.9999591708183289,0.9999708533287048
bge-small-en-v1.5,l2_normalized,proj_128d,random,400,Cosine,0.0,0.005,-0.005,0.4660740349814296,0.0,0.015,0.03,0.0475,0.005,0.0175,0.0275,0.0425,204.16,209.0,370.1,189.59,184.0,354.20000000000005,0.025,0.0025,-8.344650268554688e-07,-7.152557373046875e-07,-6.556510925292969e-07,-5.364418029785156e-07,-4.76837158203125e-07,-3.5762786865234375e-07,-2.384185791015625e-07,-0.2925139836862783,0.999957358467394,0.9999591708183289,0.9999708533287048
bge-small-en-v1.5,l2_normalized,proj_128d,svd,400,L1,0.56,0.5575,0.0025000000000000577,0.9687892377376557,0.56,1.0,1.0,1.0,0.5575,0.9975,1.0,1.0,0.5425,0.0,1.0,0.5725,0.0,1.0,0.525,0.5625,-0.6004631876945495,-0.3906110525131225,-0.23196878433227539,-0.11229223012924194,0.032177090644836426,0.22778576612472534,0.8790107250213623,4.037093158600221,0.568366033575307,0.5700516998767853,0.6462972491979598
bge-small-en-v1.5,l2_normalized,proj_128d,svd,400,L2,0.5625,0.56,0.0024999999999999467,0.9642651560902595,0.5625,1.0,1.0,1.0,0.56,1.0,1.0,1.0,0.5325,0.0,1.0,0.5425,0.0,1.0,0.525,0.5625,-0.06307037830352784,-0.03829570561647414,-0.027603781223297118,-0.015703953802585602,0.004806458950042725,0.028569407761096954,0.10693280398845674,3.2154259648023262,0.568366033575307,0.5700516998767853,0.6462972491979598
bge-small-en-v1.5,l2_normalized,proj_128d,svd,400,Cosine,0.5625,0.56,0.0024999999999999467,1.0378904639184474,0.5625,1.0,1.0,1.0,0.56,0.9975,1.0,1.0,0.5325,0.0,1.0,0.5425,0.0,1.0,0.525,0.5625,-0.06884212136268615,-0.0468185156583786,-0.038869661092758176,-0.01946096122264862,0.0049942731857299805,0.04079562425613403,0.14839494824409485,2.603357108441888,0.568366033575307,0.5700516998767853,0.6462972491979598
bge-small-en-v1.5,l2_normalized,proj_256d,random,400,L1,0.515,0.51,0.0050000000000000044,0.9841786247491836,0.515,0.95,0.985,1.0,0.51,0.945,0.98,0.9975,1.015,0.0,2.0,1.1775,0.0,3.0,0.4175,0.3725,-0.4537221884727478,-0.2909348487854004,-0.22194931507110593,-0.09306174516677856,0.00965869426727295,0.11241704225540161,0.24998335838317873,2.5260484349972114,0.7155521472374637,0.7263101935386658,0.7968889474868774
bge-small-en-v1.5,l2_normalized,proj_256d,random,400,L2,0.4575,0.4175,0.040000000000000036,0.9878673900663852,0.4575,0.8875,0.9575,0.9825,0.4175,0.855,0.95,0.985,2.4725,1.0,5.0,2.3175,1.0,6.0,0.4175,0.3725,-0.061930247247219086,-0.03891057446599006,-0.025707578659057616,-0.015264734625816345,-0.001613721251487732,0.00891369953751564,0.02041216045618058,2.3848057945092664,0.7155521472374637,0.7263101935386658,0.7968889474868774
bge-small-en-v1.5,l2_normalized,proj_256d,random,400,Cosine,0.44,0.385,0.05499999999999999,0.9987393255531788,0.44,0.835,0.9325,0.9775,0.385,0.7975,0.92,0.9725,3.0025,1.0,7.0,3.5125,1.0,9.0,0.4175,0.3725,-9.181857109069824e-05,-4.7281384468078607e-05,-3.418922424316406e-05,-1.8298625946044922e-05,-3.159046173095703e-06,1.0788440704345703e-05,2.3871660232543952e-05,1.8387044594729485,0.7155521472374637,0.7263101935386658,0.7968889474868774
bge-small-en-v1.5,l2_normalized,proj_256d,svd,400,L1,0.56,0.5625,-0.0024999999999999467,0.9789310491085053,0.56,1.0,1.0,1.0,0.5625,0.995,1.0,1.0,0.54,0.0,1.0,0.5625,0.0,1.0,0.505,0.5625,-0.613224811553955,-0.3914371013641357,-0.28077673912048334,-0.12480580806732178,0.04267120361328125,0.30611228942871094,0.9060594081878662,3.4118757679759817,0.5017550820675774,0.5033182501792908,0.6031363308429718
bge-small-en-v1.5,l2_normalized,proj_256d,svd,400,L2,0.5625,0.5625,0.0,0.9715915542840957,0.5625,1.0,1.0,1.0,0.5625,1.0,1.0,1.0,0.5275,0.0,1.0,0.5325,0.0,1.0,0.505,0.5625,-0.05584743469953537,-0.03305899053812027,-0.024886584281921385,-0.013462930917739868,0.004096508026123047,0.02558712661266327,0.0932436525821686,3.2137477152134224,0.5017550820675774,0.5033182501792908,0.6031363308429718
bge-small-en-v1.5,l2_normalized,proj_256d,svd,400,Cosine,0.5625,0.5625,0.0,1.0282135339081286,0.5625,1.0,1.0,1.0,0.5625,1.0,1.0,1.0,0.53,0.0,1.0,0.535,0.0,1.0,0.505,0.5625,-0.0672395896911621,-0.042272156476974486,-0.03384991288185119,-0.017710641026496887,0.005183190107345581,0.03822006285190582,0.13599432706832887,2.612323894624227,0.5017550820675774,0.5033182501792908,0.6031363308429718
bge-small-en-v1.5,raw,raw,none,800,L1,0.28125,0.28125,0.0,0.9787698769569397,0.28125,0.97375,1.0,1.0,0.28125,0.96875,0.99875,1.0,1.4925,1.0,3.0,1.51125,1.0,3.0,0.21625,-1.0,-1.0788178157806396,-0.898533296585083,-0.745109748840332,-0.5363872051239014,-0.29084253311157227,0.051438093185424805,0.3846860885620118,3.5248741715415326,0.0,0.0,0.0
bge-small-en-v1.5,raw,raw,none,800,L2,0.28125,0.28125,0.0,0.9749066401273012,0.28125,0.97625,1.0,1.0,0.28125,0.9725,0.99875,1.0,1.4725,1.0,3.0,1.49,1.0,3.0,0.21625,-1.0,-0.05921465396881104,-0.04677507281303406,-0.041410249471664426,-0.028047233819961548,-0.014438003301620483,0.0017700642347335815,0.01629768013954163,3.5163588027549775,0.0,0.0,0.0
bge-small-en-v1.5,raw,raw,none,800,Cosine,0.28125,0.28125,0.0,0.9899928637593984,0.28125,0.97625,1.0,1.0,0.28125,0.9725,0.99875,1.0,1.475,1.0,3.0,1.49,1.0,3.0,0.21625,-1.0,-0.036711560487747194,-0.02854533791542053,-0.02482195496559143,-0.016220927238464355,-0.008475035429000854,0.0009611994028091431,0.009512555599212649,2.714270666105978,0.0,0.0,0.0
bge-small-en-v1.5,raw,proj_128d,random,800,L1,0.24125,0.23375,0.007499999999999979,1.0096071503311395,0.24125,0.7375,0.8675,0.955,0.23375,0.76625,0.8875,0.95,4.65875,2.0,12.0,4.74875,2.0,11.0,0.01125,-1.0,-0.00011303305625915527,-9.007751941680908e-05,-7.374286651611328e-05,-4.598498344421387e-05,-2.0951032638549805e-05,-6.854534149169922e-07,1.4239549636840833e-05,2.535318728247135,0.9999574844086974,0.9999591708183289,0.9999712705612183
bge-small-en-v1.5,raw,proj_128d,random,800,L2,0.0,0.00125,-0.00125,218019.24752336324,0.0,0.0075,0.0125,0.03125,0.00125,0.00625,0.0125,0.025,379.185,375.5,697.4000000000001,398.15125,400.0,716.0,0.01125,-1.0,-0.00957222668454051,-0.0078125,-0.006765823345631361,-0.004784159827977419,0.0,0.0,0.0,0.928916633011524,0.9999574844086974,0.9999591708183289,0.9999712705612183
bge-small-en-v1.5,raw,proj_128d,random,800,Cosine,0.0,0.0025,-0.0025,0.7685862622782588,0.0,0.0025,0.0125,0.025,0.0025,0.01,0.0125,0.02625,404.69125,411.0,734.1,384.91375,379.0,713.0,0.01125,-1.0,-8.940696716308594e-07,-7.748603820800781e-07,-7.152557373046875e-07,-5.960464477539062e-07,-4.76837158203125e-07,-3.5762786865234375e-07,-2.384185791015625e-07,-0.25839716717694694,0.9999574844086974,0.9999591708183289,0.9999712705612183
bge-small-en-v1.5,raw,proj_128d,svd,800,L1,0.28125,0.28125,0.0,0.9756755453348159,0.28125,0.97375,1.0,1.0,0.28125,0.9575,0.995,0.99875,1.47125,1.0,3.0,1.57,1.0,3.0,0.27125,-1.0,-0.7224652123451233,-0.4723960876464844,-0.38130414485931396,-0.24865537881851196,-0.10283792018890381,0.013142764568328857,0.10864145755767828,4.490487880880192,0.564758870524868,0.5670859813690186,0.6340449810028076
bge-small-en-v1.5,raw,proj_128d,svd,800,L2,0.28125,0.28125,0.0,0.965225140824914,0.28125,0.975,1.0,1.0,0.28125,0.97375,0.9975,1.0,1.475,1.0,3.0,1.5,1.0,3.0,0.27125,-1.0,-0.07088890880346298,-0.05767521858215332,-0.04983320236206055,-0.03402236849069595,-0.0174531489610672,0.0029149651527404785,0.020943322777748113,3.4948698753275953,0.564758870524868,0.5670859813690186,0.6340449810028076
bge-small-en-v1.5,raw,proj_128d,svd,800,Cosine,0.28125,0.28125,0.0,1.0382896078377961,0.28125,0.97625,1.0,1.0,0.28125,0.97375,0.9975,1.0,1.47625,1.0,3.0,1.49875,1.0,3.0,0.27125,-1.0,-0.08273975133895874,-0.06753880977630615,-0.05814583897590637,-0.04058451950550079,-0.01902693510055542,0.002819165587425232,0.024867349863052373,2.802759838293911,0.564758870524868,0.5670859813690186,0.6340449810028076
bge-small-en-v1.5,raw,proj_256d,random,800,L1,0.26125,0.26,0.0012499999999999734,0.9950526573508978,0.26125,0.7875,0.89,0.9575,0.26,0.80625,0.92375,0.9775,3.9075,1.0,10.0,3.21,2.0,8.0,0.19,-1.0,-0.6791355633735656,-0.522457480430603,-0.4362991333007812,-0.25873953104019165,-0.09776163101196289,0.004338681697845459,0.09304780960083017,2.636779984171805,0.7123026054104368,0.7244164347648621,0.7976453006267548
bge-small-en-v1.5,raw,proj_256d,random,800,L2,0.23625,0.2275,0.00874999999999998,0.9992853382974863,0.23625,0.67875,0.82875,0.91625,0.2275,0.69375,0.83875,0.93625,7.06375,2.0,16.100000000000023,5.9675,2.0,14.0,0.19,-1.0,-0.08791954755783081,-0.06024291664361953,-0.04984654784202576,-0.03232577443122864,-0.015448503196239471,-0.0008883476257324219,0.010766376554965974,2.4566112139558203,0.7123026054104368,0.7244164347648621,0.7976453006267548
bge-small-en-v1.5,raw,proj_256d,random,800,Cosine,0.23125,0.21625,0.015000000000000013,1.021909988746047,0.23125,0.64875,0.79375,0.895,0.21625,0.63125,0.78625,0.9,8.2575,2.0,20.0,7.92875,3.0,19.100000000000023,0.19,-1.0,-0.00013002514839172363,-8.423328399658203e-05,-6.405115127563476e-05,-4.079937934875488e-05,-1.767277717590332e-05,-1.2367963790893555e-06,1.1104345321655278e-05,1.8778214000205424,0.7123026054104368,0.7244164347648621,0.7976453006267548
bge-small-en-v1.5,raw,proj_256d,svd,800,L1,0.28125,0.28125,0.0,0.9825792541354894,0.28125,0.9725,1.0,1.0,0.28125,0.9525,0.99625,0.9975,1.4825,1.0,3.0,1.58625,1.0,3.0,0.21,-1.0,-0.8250636243820191,-0.5226492881774902,-0.41854009628295896,-0.2671339511871338,-0.1160736083984375,0.01334536075592041,0.12497892379760744,3.720698455275374,0.4914217582104754,0.4933212995529175,0.5889324128627778
bge-small-en-v1.5,raw,proj_256d,svd,800,L2,0.28125,0.28125,0.0,0.972404593154788,0.28125,0.97625,1.0,1.0,0.28125,0.9725,0.9975,1.0,1.4725,1.0,3.0,1.495,1.0,3.0,0.21,-1.0,-0.06159143328666687,-0.04955746978521347,-0.04346170723438263,-0.029259175062179565,-0.015491694211959839,0.002045348286628723,0.01738521456718445,3.5201623142833744,0.4914217582104754,0.4933212995529175,0.5889324128627778
bge-small-en-v1.5,raw,proj_256d,svd,800,Cosine,0.28125,0.28125,0.0,1.0304387814551592,0.28125,0.97625,1.0,1.0,0.28125,0.97375,0.9975,1.0,1.4775,1.0,3.0,1.4925,1.0,3.0,0.21,-1.0,-0.08143765091896057,-0.061619386076927185,-0.05360768437385559,-0.036986157298088074,-0.018381863832473755,0.003011643886566162,0.021201044321060184,2.8254953974411205,0.4914217582104754,0.4933212995529175,0.5889324128627778
bge-small-en-v1.5,l2_normalized,raw,none,800,L1,0.28125,0.28125,0.0,0.9787698816508055,0.28125,0.97375,1.0,1.0,0.28125,0.96875,0.99875,1.0,1.4925,1.0,3.0,1.51125,1.0,3.0,0.21625,-1.0,-1.0788178157806396,-0.8985323429107666,-0.7451080322265625,-0.5363874435424805,-0.29084253311157227,0.051438093185424805,0.3846851348876954,3.524874173118167,0.0,0.0,0.0
bge-small-en-v1.5,l2_normalized,raw,none,800,L2,0.28125,0.28125,0.0,0.9749066432565451,0.28125,0.97625,1.0,1.0,0.28125,0.9725,0.99875,1.0,1.4725,1.0,3.0,1.49,1.0,3.0,0.21625,-1.0,-0.059214655756950375,-0.04677513241767883,-0.041410249471664426,-0.028047293424606323,-0.01443791389465332,0.0017701834440231323,0.01629767417907715,3.516358792086065,0.0,0.0,0.0
bge-small-en-v1.5,l2_normalized,raw,none,800,Cosine,0.28125,0.28125,0.0,0.9899928671866656,0.28125,0.97625,1.0,1.0,0.28125,0.9725,0.99875,1.0,1.475,1.0,3.0,1.49,1.0,3.0,0.21625,-1.0,-0.036711560487747194,-0.02854534089565277,-0.02482196092605591,-0.01622094213962555,-0.008475124835968018,0.0009612739086151123,0.009512442350387574,2.714270668690371,0.0,0.0,0.0
bge-small-en-v1.5,l2_normalized,proj_128d,random,800,L1,0.24125,0.23375,0.007499999999999979,1.0096073050051928,0.24125,0.7375,0.8675,0.955,0.23375,0.76625,0.8875,0.95,4.65875,2.0,12.0,4.74875,2.0,11.0,0.0125,-1.0,-0.00011303305625915527,-9.007751941680908e-05,-7.374286651611328e-05,-4.598498344421387e-05,-2.0951032638549805e-05,-6.854534149169922e-07,1.4239549636840833e-05,2.535319357784663,0.9999574844086974,0.9999591708183289,0.9999712705612183
bge-small-en-v1.5,l2_normalized,proj_128d,random,800,L2,0.0,0.00125,-0.00125,218019.24752336324,0.0,0.0075,0.0125,0.03125,0.00125,0.00625,0.0125,0.025,379.185,375.5,697.4000000000001,398.15375,400.0,716.0,0.0125,-1.0,-0.00957222668454051,-0.0078125,-0.006765823345631361,-0.004784159827977419,0.0,0.0,0.0,0.92891663989464,0.9999574844086974,0.9999591708183289,0.9999712705612183
bge-small-en-v1.5,l2_normalized,proj_128d,random,800,Cosine,0.0,0.0025,-0.0025,0.7685862622782588,0.0,0.0025,0.0125,0.025,0.0025,0.01,0.0125,0.02625,404.69125,411.0,734.1,384.915,379.0,713.0,0.0125,-1.0,-8.940696716308594e-07,-7.748603820800781e-07,-7.152557373046875e-07,-5.960464477539062e-07,-4.76837158203125e-07,-3.5762786865234375e-07,-2.384185791015625e-07,-0.25839716717694694,0.9999574844086974,0.9999591708183289,0.9999712705612183
bge-small-en-v1.5,l2_normalized,proj_128d,svd,800,L1,0.28125,0.28125,0.0,0.9756859534978867,0.28125,0.97375,1.0,1.0,0.28125,0.9575,0.995,0.99875,1.47125,1.0,3.0,1.57,1.0,3.0,0.27125,-1.0,-0.7221413087844849,-0.4725461363792419,-0.3812138557434082,-0.24855995178222656,-0.10254573822021484,0.013032138347625732,0.10879685878753668,4.490470677005918,0.5647583684222082,0.5670679807662964,0.6340192019939422
bge-small-en-v1.5,l2_normalized,proj_128d,svd,800,L2,0.28125,0.28125,0.0,0.965224977657199,0.28125,0.975,1.0,1.0,0.28125,0.97375,0.9975,1.0,1.475,1.0,3.0,1.5,1.0,3.0,0.27125,-1.0,-0.07088838368654252,-0.057675082981586454,-0.04983475506305694,-0.03401792049407959,-0.017452597618103027,0.0029161348938941956,0.020943263173103337,3.4948796515329286,0.5647583684222082,0.5670679807662964,0.6340192019939422
bge-small-en-v1.5,l2_normalized,proj_128d,svd,800,Cosine,0.28125,0.28125,0.0,1.0382902174443007,0.28125,0.97625,1.0,1.0,0.28125,0.97375,0.9975,1.0,1.47625,1.0,3.0,1.49875,1.0,3.0,0.27125,-1.0,-0.08274027109146118,-0.06754786670207977,-0.05814289450645446,-0.04058225452899933,-0.01902669668197632,0.0028202086687088013,0.02487135529518128,2.8027694702693564,0.5647583684222082,0.5670679807662964,0.6340192019939422
bge-small-en-v1.5,l2_normalized,proj_256d,random,800,L1,0.26125,0.26,0.0012499999999999734,0.9950526402145624,0.26125,0.7875,0.89,0.9575,0.26,0.80625,0.92375,0.9775,3.9075,1.0,10.0,3.21,2.0,8.0,0.19,-1.0,-0.6791353130340576,-0.5224571943283081,-0.4362991571426391,-0.2587406039237976,-0.09776079654693604,0.004338502883911133,0.0930485963821412,2.6367799076341045,0.7123027089882622,0.7244168519973755,0.7976453006267548
bge-small-en-v1.5,l2_normalized,proj_256d,random,800,L2,0.23625,0.2275,0.00874999999999998,0.9992820443958044,0.23625,0.67875,0.82875,0.91625,0.2275,0.695,0.83875,0.93625,7.06,2.0,16.100000000000023,5.97,2.0,14.0,0.19,-1.0,-0.08788207709789277,-0.06022298336029053,-0.049814118444919585,-0.03232577443122864,-0.015448503196239471,-0.000840410590171814,0.010789653658866883,2.456635066839759,0.7123027089882622,0.7244168519973755,0.7976453006267548
bge-small-en-v1.5,l2_normalized,proj_256d,random,800,Cosine,0.23125,0.21625,0.015000000000000013,1.0218990049511194,0.23125,0.64875,0.79375,0.895,0.21625,0.63125,0.785,0.9,8.25625,2.0,20.0,7.9275,3.0,19.100000000000023,0.19,-1.0,-0.00013002574443817137,-8.42362642288208e-05,-6.39975070953369e-05,-4.079937934875488e-05,-1.761317253112793e-05,-1.2367963790893555e-06,1.1050701141357427e-05,1.8778344860021106,0.7123027089882622,0.7244168519973755,0.7976453006267548
bge-small-en-v1.5,l2_normalized,proj_256d,svd,800,L1,0.28125,0.28125,0.0,0.9825864815711975,0.28125,0.9725,1.0,1.0,0.28125,0.9525,0.99625,0.9975,1.4825,1.0,3.0,1.58625,1.0,3.0,0.21,-1.0,-0.8244346809387207,-0.5225467205047607,-0.41822137832641604,-0.2667720317840576,-0.11613059043884277,0.01307380199432373,0.1250757694244385,3.720696582628674,0.491421272621605,0.49331313371658325,0.5889368891716004
bge-small-en-v1.5,l2_normalized,proj_256d,svd,800,L2,0.28125,0.28125,0.0,0.9724041368067264,0.28125,0.97625,1.0,1.0,0.28125,0.9725,0.9975,1.0,1.4725,1.0,3.0,1.495,1.0,3.0,0.21,-1.0,-0.06159179151058197,-0.0495573490858078,-0.04346126914024353,-0.02925923466682434,-0.015491515398025513,0.0020450949668884277,0.017384666204452517,3.520172071318981,0.491421272621605,0.49331313371658325,0.5889368891716004
bge-small-en-v1.5,l2_normalized,proj_256d,svd,800,Cosine,0.28125,0.28125,0.0,1.0304381733387709,0.28125,0.97625,1.0,1.0,0.28125,0.97375,0.9975,1.0,1.4775,1.0,3.0,1.4925,1.0,3.0,0.21,-1.0,-0.08143663942813874,-0.06161947846412659,-0.05360852479934693,-0.03698587417602539,-0.018381327390670776,0.0030120164155960083,0.021201527118682863,2.825505087777865,0.491421272621605,0.49331313371658325,0.5889368891716004
all-MiniLM-L6-v2,raw,raw,none,1600,L1,0.140625,0.140625,0.0,0.9924819605052471,0.140625,0.701875,0.971875,0.998125,0.140625,0.703125,0.975,1.0,3.4425,3.0,7.0,3.41,3.0,7.0,0.06875,-1.0,-1.7306636714935302,-1.4072107791900634,-1.1322482109069825,-0.7020914554595947,-0.38951778411865234,-0.17519450187683105,0.1077424049377444,3.5923814882166853,0.0,0.0,0.0
